Section,Class,Subclass,Section_desc,Class_desc,Subclass_desc,labels_desc,words_num
F,F27,F27B,mechanical engineering; lighting; heating; weapons; blasting,furnaces; kilns; ovens; retorts,"furnaces, kilns, ovens, or retorts in general; open sintering or like apparatus",mechanical engineering lighting heating weapons blasting furnaces kilns ovens retorts furnaces kilns ovens or retorts in general open sintering or like apparatus,22
F,F27,F27D,mechanical engineering; lighting; heating; weapons; blasting,furnaces; kilns; ovens; retorts,"details or accessories of furnaces, kilns, ovens, or retorts, in so far as they are of kinds occurring in more than one kind of furnace (combustion apparatus f23)",mechanical engineering lighting heating weapons blasting furnaces kilns ovens retorts details or accessories of furnaces kilns ovens or retorts in so far as they are of kinds occurring in more than one kind of furnace combustion apparatus f23,38
F,F27,F27M,mechanical engineering; lighting; heating; weapons; blasting,furnaces; kilns; ovens; retorts,"indexing scheme relating to aspects of the charges or furnaces, kilns, ovens or retorts",mechanical engineering lighting heating weapons blasting furnaces kilns ovens retorts indexing scheme relating to aspects of the charges or furnaces kilns ovens or retorts,24
F,F28,F28B,mechanical engineering; lighting; heating; weapons; blasting,heat exchange in general,steam or vapour condensers (condensation of vapours b01d5/00; steam engine plants having condensers f01k; liquefaction of gases f25j; details of heat-exchange and heat-transfer arrangements of general application f28f),mechanical engineering lighting heating weapons blasting heat exchange in general steam or vapour condensers condensation of vapours b01d5 00 steam engine plants having condensers f01k liquefaction of gases f25j details of heat exchange and heat transfer arrangements of general application f28f,41
F,F28,F28C,mechanical engineering; lighting; heating; weapons; blasting,heat exchange in general,"heat-exchange apparatus, not provided for in another subclass, in which the heat-exchange media come into direct contact without chemical interaction (safety devices in general f16p; fluid heaters having heat generating means f24h; with an intermediate heat-transfer medium coming into direct contact with heat-exchange media f28d15/00 - f28d19/00; details of heat-exchange apparatus of general application f28f)",mechanical engineering lighting heating weapons blasting heat exchange in general heat exchange apparatus not provided for in another subclass in which the heat exchange media come into direct contact without chemical interaction safety devices in general f16p fluid heaters having heat generating means f24h with an intermediate heat transfer medium coming into direct contact with heat exchange media f28d15 00 f28d19 00 details of heat exchange apparatus of general application f28f,71
F,F28,F28D,mechanical engineering; lighting; heating; weapons; blasting,heat exchange in general,"heat-exchange apparatus, not provided for in another subclass, in which the heat-exchange media do not come into direct contact (fluid heaters having heat generating means and heat transferring means f24h; furnaces f27; details of heat-exchange apparatus of general)",mechanical engineering lighting heating weapons blasting heat exchange in general heat exchange apparatus not provided for in another subclass in which the heat exchange media do not come into direct contact fluid heaters having heat generating means and heat transferring means f24h furnaces f27 details of heat exchange apparatus of general,51
F,F28,F28F,mechanical engineering; lighting; heating; weapons; blasting,heat exchange in general,"details of heat-exchange and heat-transfer apparatus, of general application (water and air traps, air venting f16)",mechanical engineering lighting heating weapons blasting heat exchange in general details of heat exchange and heat transfer apparatus of general application water and air traps air venting f16,28
F,F28,F28G,mechanical engineering; lighting; heating; weapons; blasting,heat exchange in general,"cleaning of internal or external surfaces of heat-exchange or heat-transfer conduits, e.g. water tubes or boilers (cleaning pipes or tubes in general b08b9/02; devices or arrangements for removing water, minerals, or sludge from boilers while the boiler is in operation, or which remain in position while the boiler is in operation, or are specifically adapted to boilers without any other utility f22b37/48; removal or treatment of combustion products or combustion residues f23j; removing ice from heat-exchange apparatus f28f17/00)",mechanical engineering lighting heating weapons blasting heat exchange in general cleaning of internal or external surfaces of heat exchange or heat transfer conduits e g water tubes or boilers cleaning pipes or tubes in general b08b9 02 devices or arrangements for removing water minerals or sludge from boilers while the boiler is in operation or which remain in position while the boiler is in operation or are specifically adapted to boilers without any other utility f22b37 48 removal or treatment of combustion products or combustion residues f23j removing ice from heat exchange apparatus f28f17 00,95
F,F41,F41A,mechanical engineering; lighting; heating; weapons; blasting,weapons,"functional features or details common to both smallarms and ordnance, e.g. cannons; mountings for smallarms or ordnance",mechanical engineering lighting heating weapons blasting weapons functional features or details common to both smallarms and ordnance e g cannons mountings for smallarms or ordnance,25
F,F41,F41B,mechanical engineering; lighting; heating; weapons; blasting,weapons,"weapons for projecting missiles without use of explosive or combustible propellant charge; weapons not otherwise provided for (projectiles for fishing, e.g. fish-spears, a01k81/00; sports implements for throwing a63b65/00, e.g. boomerangs a63b65/08; stationary apparatus for projecting sports balls, e.g. tennis balls, a63b69/40; throwing or slinging toys a63h33/18; knives, axes b26b; projectiles or missiles other than those incorporating springs as projecting means f42b6/00)",mechanical engineering lighting heating weapons blasting weapons weapons for projecting missiles without use of explosive or combustible propellant charge weapons not otherwise provided for projectiles for fishing e g fish spears a01k81 00 sports implements for throwing a63b65 00 e g boomerangs a63b65 08 stationary apparatus for projecting sports balls e g tennis balls a63b69 40 throwing or slinging toys a63h33 18 knives axes b26b projectiles or missiles other than those incorporating springs as projecting means f42b6 00,78
F,F41,F41C,mechanical engineering; lighting; heating; weapons; blasting,weapons,"smallarms, e.g. pistols, rifles (functional features or details common to both smallarms and ordnance, mountings therefor f41a; projecting missiles without use of explosive or combustible propellant charge f41b); accessories therefor",mechanical engineering lighting heating weapons blasting weapons smallarms e g pistols rifles functional features or details common to both smallarms and ordnance mountings therefor f41a projecting missiles without use of explosive or combustible propellant charge f41b accessories therefor,38
F,F41,F41F,mechanical engineering; lighting; heating; weapons; blasting,weapons,"apparatus for launching projectiles or missiles from barrels, e.g. cannons (smallarms f41c); launchers for rockets or torpedoes; harpoon guns (functional features or details common to both smallarms and ordnance, mountings therefor f41a; projecting missiles without use of explosive or combustible propellant charge f41b)",mechanical engineering lighting heating weapons blasting weapons apparatus for launching projectiles or missiles from barrels e g cannons smallarms f41c launchers for rockets or torpedoes harpoon guns functional features or details common to both smallarms and ordnance mountings therefor f41a projecting missiles without use of explosive or combustible propellant charge f41b,51
F,F41,F41G,mechanical engineering; lighting; heating; weapons; blasting,weapons,weapon sights; aiming (optical aspects thereof g02b),mechanical engineering lighting heating weapons blasting weapons weapon sights aiming optical aspects thereof g02b,14
F,F41,F41H,mechanical engineering; lighting; heating; weapons; blasting,weapons,"armour; armoured turrets; armoured or armed vehicles; means of attack or defence, e.g. camouflage, in general",mechanical engineering lighting heating weapons blasting weapons armour armoured turrets armoured or armed vehicles means of attack or defence e g camouflage in general,24
F,F41,F41J,mechanical engineering; lighting; heating; weapons; blasting,weapons,targets; target ranges; bullet catchers {(targets for shooting or hurling games a63f9/0204)},mechanical engineering lighting heating weapons blasting weapons targets target ranges bullet catchers targets for shooting or hurling games a63f9 0204,20
F,F42,F42B,mechanical engineering; lighting; heating; weapons; blasting,ammunition; blasting,"explosive charges, e.g. for blasting, fireworks, ammunition (explosive compositions c06b; fuzes f42c; blasting f42d)",mechanical engineering lighting heating weapons blasting ammunition blasting explosive charges e g for blasting fireworks ammunition explosive compositions c06b fuzes f42c blasting f42d,23
F,F42,F42C,mechanical engineering; lighting; heating; weapons; blasting,ammunition; blasting,ammunition fuzes (blasting cartridge initiators f42b3/10; chemical aspects c06c); arming or safety means therefor (filling fuzes f42b33/02; fitting or extracting primers in or from fuzes f42b33/04; containers for fuzes f42b39/30),mechanical engineering lighting heating weapons blasting ammunition blasting ammunition fuzes blasting cartridge initiators f42b3 10 chemical aspects c06c arming or safety means therefor filling fuzes f42b33 02 fitting or extracting primers in or from fuzes f42b33 04 containers for fuzes f42b39 30,42
F,F42,F42D,mechanical engineering; lighting; heating; weapons; blasting,ammunition; blasting,"blasting (fuses, e.g. fuse cords, c06c5/00; {for obtaining fluid from wells e21b43/00; for mining or quarrying e21c37/00; for making tunnels or galleries e21d9/006}; cartridges f42b3/00)",mechanical engineering lighting heating weapons blasting ammunition blasting blasting fuses e g fuse cords c06c5 00 for obtaining fluid from wells e21b43 00 for mining or quarrying e21c37 00 for making tunnels or galleries e21d9 006 cartridges f42b3 00,39
F,F99,F99Z,mechanical engineering; lighting; heating; weapons; blasting,subject matter not otherwise provided for in this section,subject matter not otherwise provided for in this section,mechanical engineering lighting heating weapons blasting subject matter not otherwise provided for in this section subject matter not otherwise provided for in this section,24
G,G01,G01B,physics,measuring; testing,"measuring length, thickness or similar linear dimensions; measuring angles; measuring areas; measuring irregularities of surfaces or contours",physics measuring testing measuring length thickness or similar linear dimensions measuring angles measuring areas measuring irregularities of surfaces or contours,20
G,G01,G01C,physics,measuring; testing,"measuring distances, levels or bearings; surveying; navigation; gyroscopic instruments; photogrammetry or videogrammetry (measuring liquid level g01f; radio navigation, determining distance or velocity by use of propagation effects, e.g. doppler effects, propagation time, of radio waves, analogous arrangements using other waves g01s)",physics measuring testing measuring distances levels or bearings surveying navigation gyroscopic instruments photogrammetry or videogrammetry measuring liquid level g01f radio navigation determining distance or velocity by use of propagation effects e g doppler effects propagation time of radio waves analogous arrangements using other waves g01s,45
G,G01,G01D,physics,measuring; testing,measuring not specially adapted for a specific variable; arrangements for measuring two or more variables not covered in a single other subclass; tariff metering apparatus; measuring or testing not otherwise provided for,physics measuring testing measuring not specially adapted for a specific variable arrangements for measuring two or more variables not covered in a single other subclass tariff metering apparatus measuring or testing not otherwise provided for,35
G,G01,G01F,physics,measuring; testing,"measuring volume, volume flow, mass flow or liquid level; metering by volume",physics measuring testing measuring volume volume flow mass flow or liquid level metering by volume,15
G,G01,G01G,physics,measuring; testing,weighing (sorting by weighing b07c5/16),physics measuring testing weighing sorting by weighing b07c5 16,9
G,G01,G01H,physics,measuring; testing,"measurement of mechanical vibrations or ultrasonic, sonic or infrasonic waves",physics measuring testing measurement of mechanical vibrations or ultrasonic sonic or infrasonic waves,13
G,G01,G01J,physics,measuring; testing,"measurement of intensity, velocity, spectral content, polarisation, phase or pulse characteristics of infra-red, visible or ultra-violet light; colorimetry; radiation pyrometry (light sources f21, h01j, h01k, h05b; investigating properties of materials by optical means g01n)",physics measuring testing measurement of intensity velocity spectral content polarisation phase or pulse characteristics of infra red visible or ultra violet light colorimetry radiation pyrometry light sources f21 h01j h01k h05b investigating properties of materials by optical means g01n,39
G,G01,G01K,physics,measuring; testing,measuring temperature; measuring quantity of heat; thermally-sensitive elements not otherwise provided for (radiation pyrometry g01j5/00),physics measuring testing measuring temperature measuring quantity of heat thermally sensitive elements not otherwise provided for radiation pyrometry g01j5 00,20
G,G01,G01L,physics,measuring; testing,"measuring force, stress, torque, work, mechanical power, mechanical efficiency, or fluid pressure (weighing g01g)",physics measuring testing measuring force stress torque work mechanical power mechanical efficiency or fluid pressure weighing g01 g,18
G,G01,G01M,physics,measuring; testing,"testing static or dynamic balance of machines or structures; testing of structures or apparatus, not otherwise provided for",physics measuring testing testing static or dynamic balance of machines or structures testing of structures or apparatus not otherwise provided for,21
G,G01,G01N,physics,measuring; testing,"investigating or analysing materials by determining their chemical or physical properties (measuring or testing processes other than immunoassay, involving enzymes or microorganisms c12m, c12q)",physics measuring testing investigating or analysing materials by determining their chemical or physical properties measuring or testing processes other than immunoassay involving enzymes or microorganisms c12 m c12q,28
G,G01,G01P,physics,measuring; testing,"measuring linear or angular speed, acceleration, deceleration, or shock; indicating presence, absence, or direction, of movement (measuring or recording blood flow a61b5/02, a61b8/06; monitoring speed or deceleration of electrically-propelled vehicles b60l3/00; vehicle lighting systems adapted to indicate speed b60q1/54; determining position or course in navigation, measuring ground distance in geodesy or surveying g01c; combined measuring devices for measuring two or more variables of movement g01c23/00; measuring velocity of sound g01h; measuring velocity of light g01j7/00; measuring direction or velocity of solid objects by reception or emission of radiowaves or other waves and based on propagation effects, e.g. doppler effect, propagation time, direction of propagation, g01s; measuring speed of nuclear radiation g01t; measuring acceleration of gravity g01v; {measuring or recording the speed of trains b61l23/00; speed indicators incorporated in motor vehicles b60k35/00; measuring frequency or phase g01r; traffic control g08g})",physics measuring testing measuring linear or angular speed acceleration deceleration or shock indicating presence absence or direction of movement measuring or recording blood flow a61b5 02 a61b8 06 monitoring speed or deceleration of electrically propelled vehicles b60l3 00 vehicle lighting systems adapted to indicate speed b60q1 54 determining position or course in navigation measuring ground distance in geodesy or surveying g01c combined measuring devices for measuring two or more variables of movement g01c23 00 measuring velocity of sound g01h measuring velocity of light g01j7 00 measuring direction or velocity of solid objects by reception or emission of radiowaves or other waves and based on propagation effects e g doppler effect propagation time direction of propagation g01s measuring speed of nuclear radiation g01 t measuring acceleration of gravity g01v measuring or recording the speed of trains b61l23 00 speed indicators incorporated in motor vehicles b60k35 00 measuring frequency or phase g01r traffic control g08 g,154
G,G01,G01Q,physics,measuring; testing,"scanning-probe techniques or apparatus; applications of scanning-probe techniques, e.g. scanning probe microscopy [spm]",physics measuring testing scanning probe techniques or apparatus applications of scanning probe techniques e g scanning probe microscopy spm,19
G,G01,G01R,physics,measuring; testing,measuring electric variables; measuring magnetic variables (indicating correct tuning of resonant circuits h03j3/12),physics measuring testing measuring electric variables measuring magnetic variables indicating correct tuning of resonant circuits h03j3 12,17
G,G01,G01S,physics,measuring; testing,radio direction-finding; radio navigation; determining distance or velocity by use of radio waves; locating or presence-detecting by use of the reflection or reradiation of radio waves; analogous arrangements using other waves,physics measuring testing radio direction finding radio navigation determining distance or velocity by use of radio waves locating or presence detecting by use of the reflection or reradiation of radio waves analogous arrangements using other waves,36
G,G01,G01T,physics,measuring; testing,"measurement of nuclear or x-radiation (radiation analysis of materials, mass spectrometry g01n23/00; tubes for determining the presence, intensity, density or energy of radiation or particles h01j47/00)",physics measuring testing measurement of nuclear or x radiation radiation analysis of materials mass spectrometry g01n23 00 tubes for determining the presence intensity density or energy of radiation or particles h01j47 00,32
G,G01,G01V,physics,measuring; testing,"geophysics; gravitational measurements; detecting masses or objects; tags (means for indicating the location of accidentally buried, e.g. snow-buried persons a63b29/02)",physics measuring testing geophysics gravitational measurements detecting masses or objects tags means for indicating the location of accidentally buried e g snow buried persons a63b29 02,26
G,G01,G01W,physics,measuring; testing,"meteorology (influencing weather conditions a01g15/00; dispersing fog e01h13/00; instruments for measuring single variable in general, see the appropriate subclass of g01, e.g. g01k, g01l; obtaining meteorological information by radar g01s13/95)",physics measuring testing meteorology influencing weather conditions a01g15 00 dispersing fog e01h13 00 instruments for measuring single variable in general see the appropriate subclass of g01 e g g01k g01l obtaining meteorological information by radar g01s13 95,37
G,G02,G02B,physics,optics,"optical elements, systems or apparatus",physics optics optical elements systems or apparatus,7
G,G02,G02C,physics,optics,spectacles; sunglasses or goggles insofar as they have the same features as spectacles; contact lenses (trial frames for testing the eyes a61b3/04; goggles or eyeshields not having the same features as spectacles a61f9/00),physics optics spectacles sunglasses or goggles insofar as they have the same features as spectacles contact lenses trial frames for testing the eyes a61b3 04 goggles or eyeshields not having the same features as spectacles a61f9 00,37
G,G02,G02F,physics,optics,optical devices or arrangements for the control of light by modification of the optical properties of the media of the elements involved therein; non-linear optics; frequency-changing of light; optical logic elements; optical analogue/digital converters,physics optics optical devices or arrangements for the control of light by modification of the optical properties of the media of the elements involved therein non linear optics frequency changing of light optical logic elements optical analogue digital converters,39
G,G03,G03B,physics,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,apparatus or arrangements for taking photographs or for projecting or viewing them; apparatus or arrangements employing analogous techniques using waves other than optical waves; accessories therefor (optical parts of such apparatus g02b; photosensitive materials or processes for photographic purposes g03c; apparatus for processing exposed photographic materials g03d),physics photography cinematography analogous techniques using waves other than optical waves electrography holography apparatus or arrangements for taking photographs or for projecting or viewing them apparatus or arrangements employing analogous techniques using waves other than optical waves accessories therefor optical parts of such apparatus g02b photosensitive materials or processes for photographic purposes g03c apparatus for processing exposed photographic materials g03d,60
G,G03,G03C,physics,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,"photosensitive materials for photographic purposes (for photomechanical purposes g03f); photographic processes, e.g. cine, x-ray, colour, stereo-photographic processes; auxiliary processes in photography (photographic processes characterised by the use or manipulation of apparatus classifiable per se in subclass g03b, see g03b; photomechanical production of textured or patterned surfaces g03f; electrophotography, magnetography g03g)",physics photography cinematography analogous techniques using waves other than optical waves electrography holography photosensitive materials for photographic purposes for photomechanical purposes g03f photographic processes e g cine x ray colour stereo photographic processes auxiliary processes in photography photographic processes characterised by the use or manipulation of apparatus classifiable per se in subclass g03b see g03b photomechanical production of textured or patterned surfaces g03f electrophotography magnetography g03 g,67
G,G03,G03D,physics,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,"apparatus for processing exposed photographic materials (apparatus specially adapted for photomechanical production of textured or patterned surfaces g03f); accessories therefor (photosensitive materials or processes for photographic purposes g03c; electrographic, electrophotographic, or magnetographic methods or apparatus g03g)",physics photography cinematography analogous techniques using waves other than optical waves electrography holography apparatus for processing exposed photographic materials apparatus specially adapted for photomechanical production of textured or patterned surfaces g03f accessories therefor photosensitive materials or processes for photographic purposes g03c electrographic electrophotographic or magnetographic methods or apparatus g03 g,50
G,G03,G03F,physics,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,"photomechanical production of textured or patterned surfaces, e.g. for printing, for processing of semiconductor devices; materials therefor; originals therefor; apparatus specially adapted therefor; (phototypographic composing devices b41b; photosensitive materials or processes for photographic purposes g03c; electrophotography, sensitive layers or processes therefor g03g)",physics photography cinematography analogous techniques using waves other than optical waves electrography holography photomechanical production of textured or patterned surfaces e g for printing for processing of semiconductor devices materials therefor originals therefor apparatus specially adapted therefor phototypographic composing devices b41b photosensitive materials or processes for photographic purposes g03c electrophotography sensitive layers or processes therefor g03 g,57
G,G03,G03G,physics,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,electrography; electrophotography; magnetography (information storage based on relative movement between record carrier and transducer g11b; static stores with means for writing-in or reading-out information g11c; recording of television signals h04n5/76),physics photography cinematography analogous techniques using waves other than optical waves electrography holography electrography electrophotography magnetography information storage based on relative movement between record carrier and transducer g11b static stores with means for writing in or reading out information g11c recording of television signals h04n5 76,46
G,G03,G03H,physics,photography; cinematography; analogous techniques using waves other than optical waves; electrography; holography,"holographic processes or apparatus (holograms, e.g. point holograms, used as ordinary optical elements g02b5/32; producing stereoscopic or other three-dimensional effects g02b30/00; diffraction-grating systems g02b27/44; systems using moiré fringes g02b27/60; optical logic elements g02f3/00; stereo-photography g03b35/00; photosensitive materials or processes for photographic purposes g03c; {stereo-photographic or similar processes g03c9/00}; apparatus for processing exposed photographic materials g03d; analogue computers performing mathematical operations with the aid of optical elements g06e3/00; authentication by radiation, of concealed information carried by holograms or diffraction gratings g06k19/16; holographic storage g11b7/0065, g11c13/04; {stereoscopic or other three dimensional effects in television systems h04n13/00})",physics photography cinematography analogous techniques using waves other than optical waves electrography holography holographic processes or apparatus holograms e g point holograms used as ordinary optical elements g02b5 32 producing stereoscopic or other three dimensional effects g02b30 00 diffraction grating systems g02b27 44 systems using moir fringes g02b27 60 optical logic elements g02f3 00 stereo photography g03b35 00 photosensitive materials or processes for photographic purposes g03c stereo photographic or similar processes g03c9 00 apparatus for processing exposed photographic materials g03d analogue computers performing mathematical operations with the aid of optical elements g06e3 00 authentication by radiation of concealed information carried by holograms or diffraction gratings g06k19 16 holographic storage g11b7 0065 g11c13 04 stereoscopic or other three dimensional effects in television systems h04n13 00,124
G,G04,G04B,physics,horology,"mechanically-driven clocks or watches; mechanical parts of clocks or watches in general; time pieces using the position of the sun, moon or stars (spring- or weight-driven mechanisms in general f03g; electromechanical clocks or watches g04c; electromechanical clocks with attached or built-in means operating any device at pre-selected times or after predetermined time intervals g04c23/00; clocks or watches with stop devices g04f7/08)",physics horology mechanically driven clocks or watches mechanical parts of clocks or watches in general time pieces using the position of the sun moon or stars spring or weight driven mechanisms in general f03 g electromechanical clocks or watches g04c electromechanical clocks with attached or built in means operating any device at pre selected times or after predetermined time intervals g04c23 00 clocks or watches with stop devices g04f7 08,70
G,G04,G04C,physics,horology,"electromechanical clocks or watches (mechanical parts of clocks or watches in general g04b; electronic time-pieces with no moving parts, electronic circuitry for producing timing pulses g04g)",physics horology electromechanical clocks or watches mechanical parts of clocks or watches in general g04b electronic time pieces with no moving parts electronic circuitry for producing timing pulses g04 g,30
G,G04,G04D,physics,horology,apparatus or tools specially designed for making or maintaining clocks or watches,physics horology apparatus or tools specially designed for making or maintaining clocks or watches,14
G,G04,G04F,physics,horology,"time-interval measuring (measuring pulse characteristics g01r, e.g. g01r29/02; in radar or like systems g01s; masers h01s1/00; generation of oscillations h03b; generation or counting of pulses, frequency dividing, analogue/digital conversion h03k {time fuzes f42c9/00})",physics horology time interval measuring measuring pulse characteristics g01r e g g01r29 02 in radar or like systems g01s masers h01s1 00 generation of oscillations h03b generation or counting of pulses frequency dividing analogue digital conversion h03k time fuzes f42c9 00,41
G,G04,G04G,physics,horology,electronic time-pieces,physics horology electronic time pieces,5
G,G04,G04R,physics,horology,radio-controlled time-pieces,physics horology radio controlled time pieces,6
G,G05,G05B,physics,controlling; regulating,"control or regulating systems in general; functional elements of such systems; monitoring or testing arrangements for such systems or elements (fluid-pressure actuators or systems acting by means of fluids in general f15b; valves per se f16k; characterised by mechanical features only g05g; sensitive elements, see the appropriate subclass, e.g. g12b, subclass of g01, h01; correcting units, see the appropriate subclass, e.g. h02k)",physics controlling regulating control or regulating systems in general functional elements of such systems monitoring or testing arrangements for such systems or elements fluid pressure actuators or systems acting by means of fluids in general f15b valves per se f16k characterised by mechanical features only g05 g sensitive elements see the appropriate subclass e g g12b subclass of g01 h01 correcting units see the appropriate subclass e g h02k,69
G,G05,G05D,physics,controlling; regulating,"systems for controlling or regulating non-electric variables (for continuous casting of metals b22d11/16; valves per se f16k; sensing non-electric variables, see the relevant subclasses of g01; for regulating electric or magnetic variables g05f)",physics controlling regulating systems for controlling or regulating non electric variables for continuous casting of metals b22d11 16 valves per se f16k sensing non electric variables see the relevant subclasses of g01 for regulating electric or magnetic variables g05f,39
G,G05,G05F,physics,controlling; regulating,"systems for regulating electric or magnetic variables (regulating the timing or recurrence frequency of pulses in radar or radio navigation systems g01s; regulation of current or voltage, specially adapted for use in electronic time-pieces g04g19/02; closed-loop systems for regulating non-electric variables by electric means g05d; regulating power supply of digital computers g06f1/26; for obtaining desired operating characteristics of electromagnets with armatures h01f7/18; regulating electric power distribution networks h02j; regulating the charging of batteries h02j7/00; regulation of the output of static converters, e.g. switching regulators h02m; regulation of the output of electric generators h02n, h02p9/00; controlling transformers, reactors or choke coils h02p13/00; regulating frequency response, gain, maximum output, amplitude or bandwidth of amplifiers h03g; regulating tuning of resonant circuits h03j; regulating characteristics of transmission lines h04b; controlling electric light sources h05b39/04, h05b41/36, h05b45/10, h05b45/20, h05b47/10; electric control of x-ray apparatus h05g1/30)",physics controlling regulating systems for regulating electric or magnetic variables regulating the timing or recurrence frequency of pulses in radar or radio navigation systems g01s regulation of current or voltage specially adapted for use in electronic time pieces g04g19 02 closed loop systems for regulating non electric variables by electric means g05d regulating power supply of digital computers g06f1 26 for obtaining desired operating characteristics of electromagnets with armatures h01f7 18 regulating electric power distribution networks h02j regulating the charging of batteries h02j7 00 regulation of the output of static converters e g switching regulators h02 m regulation of the output of electric generators h02n h02p9 00 controlling transformers reactors or choke coils h02p13 00 regulating frequency response gain maximum output amplitude or bandwidth of amplifiers h03 g regulating tuning of resonant circuits h03j regulating characteristics of transmission lines h04b controlling electric light sources h05b39 04 h05b41 36 h05b45 10 h05b45 20 h05b47 10 electric control of x ray apparatus h05g1 30,162
G,G05,G05G,physics,controlling; regulating,"control devices or systems insofar as characterised by mechanical features only (""bowden"" or like mechanisms f16c1/10; gearings or mechanisms not peculiar to this purpose f16h; speed changing or reversing mechanisms for gearings conveying rotary motion f16h59/00 - f16h63/00)",physics controlling regulating control devices or systems insofar as characterised by mechanical features only bowden or like mechanisms f16c1 10 gearings or mechanisms not peculiar to this purpose f16h speed changing or reversing mechanisms for gearings conveying rotary motion f16h59 00 f16h63 00,43
G,G06,G06C,physics,computing; calculating; counting,"digital computers in which all the computation is effected mechanically (score computers for card games a63f1/18; construction of keys, printing mechanisms or other parts of general application to the typewriting or printing art b41; keys or printing mechanisms for special applications, see the relevant subclasses, e.g. g05g, g06k; cash registers g07g1/00)",physics computing calculating counting digital computers in which all the computation is effected mechanically score computers for card games a63f1 18 construction of keys printing mechanisms or other parts of general application to the typewriting or printing art b41 keys or printing mechanisms for special applications see the relevant subclasses e g g05 g g06k cash registers g07g1 00,59
G,G06,G06D,physics,computing; calculating; counting,digital fluid-pressure computing devices,physics computing calculating counting digital fluid pressure computing devices,9
G,G06,G06E,physics,computing; calculating; counting,optical computing devices; {computing devices using other radiations with similar properties}(optical logic elements per se g02f3/00; digital storage using optical elements g11c13/04),physics computing calculating counting optical computing devices computing devices using other radiations with similar properties optical logic elements per se g02f3 00 digital storage using optical elements g11c13 04,29
G,G06,G06F,physics,computing; calculating; counting,electric digital data processing (computer systems based on specific computational models g06n),physics computing calculating counting electric digital data processing computer systems based on specific computational models g06n,16
G,G06,G06G,physics,computing; calculating; counting,analogue computers (analogue optical computing devices g06e3/00),physics computing calculating counting analogue computers analogue optical computing devices g06e3 00,12
G,G06,G06J,physics,computing; calculating; counting,"hybrid computing arrangements (optical hybrid computing devices g06e3/00; {fuzzy computing g06n7/02}; neural networks for image data processing g06t; analog/digital conversion, in general h03m1/00)",physics computing calculating counting hybrid computing arrangements optical hybrid computing devices g06e3 00 fuzzy computing g06n7 02 neural networks for image data processing g06 t analog digital conversion in general h03m1 00,32
G,G06,G06K,physics,computing; calculating; counting,graphical data reading (image or video recognition or understanding g06v); presentation of data; record carriers; handling record carriers,physics computing calculating counting graphical data reading image or video recognition or understanding g06v presentation of data record carriers handling record carriers,22
G,G06,G06M,physics,computing; calculating; counting,"counting mechanisms; counting of objects not otherwise provided for (counting by measuring volume or weight of articles to be counted g01f, g01g; computers g06c - g06j; counting electric pulses h03k; counting characters, words or messages in switching networks for transmission of digital information h04l12/08)",physics computing calculating counting counting mechanisms counting of objects not otherwise provided for counting by measuring volume or weight of articles to be counted g01f g01 g computers g06c g06j counting electric pulses h03k counting characters words or messages in switching networks for transmission of digital information h04l12 08,49
G,G06,G06N,physics,computing; calculating; counting,computing arrangements based on specific computational models,physics computing calculating counting computing arrangements based on specific computational models,11
G,G06,G06Q,physics,computing; calculating; counting,"data processing systems or methods, specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes; systems or methods specially adapted for administrative, commercial, financial, managerial, supervisory or forecasting purposes, not otherwise provided for",physics computing calculating counting data processing systems or methods specially adapted for administrative commercial financial managerial supervisory or forecasting purposes systems or methods specially adapted for administrative commercial financial managerial supervisory or forecasting purposes not otherwise provided for,38
G,G06,G06T,physics,computing; calculating; counting,"image data processing or generation, in general",physics computing calculating counting image data processing or generation in general,11
G,G06,G06V,physics,computing; calculating; counting,image or video recognition or understanding,physics computing calculating counting image or video recognition or understanding,10
G,G07,G07B,physics,checking-devices,ticket-issuing apparatus; fare-registering apparatus; franking apparatus,physics checking devices ticket issuing apparatus fare registering apparatus franking apparatus,11
G,G07,G07C,physics,checking-devices,"time or attendance registers; registering or indicating the working of machines; generating random numbers; voting or lottery apparatus; arrangements, systems or apparatus for checking not provided for elsewhere",physics checking devices time or attendance registers registering or indicating the working of machines generating random numbers voting or lottery apparatus arrangements systems or apparatus for checking not provided for elsewhere,31
G,G07,G07D,physics,checking-devices,"handling of coins or valuable papers, e.g. testing, sorting by denominations, counting, dispensing, changing or depositing",physics checking devices handling of coins or valuable papers e g testing sorting by denominations counting dispensing changing or depositing,20
G,G07,G07F,physics,checking-devices,"coin-freed or like apparatus (coin sorting g07d3/00; coin testing g07d5/00; {handling coins or paper currencies apart from payment activated apparatus g07d; payment architectures, schemes or protocols g06q20/00})",physics checking devices coin freed or like apparatus coin sorting g07d3 00 coin testing g07d5 00 handling coins or paper currencies apart from payment activated apparatus g07d payment architectures schemes or protocols g06q20 00,34
G,G07,G07G,physics,checking-devices,"registering the receipt of cash, valuables, or tokens (digital computing in general g06c, g06f)",physics checking devices registering the receipt of cash valuables or tokens digital computing in general g06c g06f,17
